Feature	Gain	Cover	Frequency
mcomisiones_delta1	0.00918001566773141	0.0104088305028573	0.00930410064747065
kmes_lag2	0.0091070231759679	0.00291110721586605	0.00785650365847239
ctrx_quarter_delta1	0.00905973115033484	0.00898323317236772	0.0107780175817234
mactivos_margen_delta2	0.00886288082355992	0.00733766298522807	0.00965941990840659
Visa_mpagominimo	0.00876281837815826	0.0119536852185181	0.010909617307996
chomebanking_transacciones	0.00864910225110859	0.00568343746320576	0.0109359372532505
mpasivos_margen_lag2	0.00863352344742165	0.00381779580720223	0.00772490393219982
Visa_fechaalta_lag1	0.00857222374491593	0.00455971606793766	0.00934358056535242
mcomisiones_lag2	0.00837013389292071	0.00572841449393472	0.0104884981839238
ctrx_quarter_delta2	0.00826244225995045	0.00921166132198094	0.0121729746802127
mactivos_margen_delta1	0.00818877128927455	0.00451936535878335	0.010909617307996
mpayroll_sobre_edad	0.00799656397180613	0.0112031434328019	0.00202663578459757
mactivos_margen	0.00792392113648314	0.0114872424033613	0.0138048112859925
Master_fechaalta_lag2	0.00770572728804432	0.00447792287154732	0.0120808548718219
kmes_lag1	0.00769525093453107	0.0024150356566903	0.00817234300152656
mcuentas_saldo_lag1	0.0076921517719349	0.00497492983800858	0.00923830078433437
chomebanking_transacciones_delta1	0.00766397278857217	0.00786273639649194	0.00983049955256093
chomebanking_transacciones_lag2	0.0075033516027402	0.00702589060997553	0.00906722114018003
Visa_fechaalta_lag2	0.00748184230562056	0.00540768108593663	0.0101594988682424
mrentabilidad_annual_delta1	0.00729657231100059	0.00589495643563854	0.0130152129283571
ctrx_quarter_lag2	0.00711455537137695	0.00794452395789863	0.00975153971679739
mrentabilidad_annual_delta2	0.00708837663338872	0.0055803651598163	0.0137653313681108
mrentabilidad	0.00706625435936572	0.00629921579749859	0.0150418487129547
chomebanking_transacciones_delta2	0.00688495276878729	0.00752919889690067	0.0111596567879139
mactivos_margen_lag2	0.0067306896340719	0.00775031706397708	0.00879086171500763
mcaja_ahorro_lag2	0.00671207496447606	0.00565642476034524	0.00775122387745433
internet	0.00664169689746396	0.00357800612180961	0.0035137126914776
mcuenta_corriente_delta2	0.00641253826232689	0.00467340468051913	0.0106990577459599
mcomisiones_lag1	0.00625736567305094	0.00398462513307208	0.00981733957993367
chomebanking_transacciones_lag1	0.00623165673212521	0.00630777674640516	0.00944886034637048
cliente_antiguedad_lag2	0.00622566499262719	0.00785270612559928	0.00897510133178923
mcuenta_corriente_lag2	0.00617698951991228	0.00874086689070225	0.00914618097594357
kmes	0.00600474767610286	0.00250009855234213	0.0078828236037269
mpasivos_margen	0.00592122608155385	0.00541810157944689	0.0112122966784229
mcomisiones_delta2	0.00590465027927523	0.00463430493773458	0.00935674053797968
mpasivos_margen_delta1	0.00588150855558711	0.00432762517895352	0.00868558193398958
mcuentas_saldo_lag2	0.0057610567095845	0.00513853031824837	0.00897510133178923
mrentabilidad_lag1	0.00571465577974031	0.00506130145861256	0.0101858188134969
Visa_mpagominimo_lag2	0.00568532085294367	0.00501585390674903	0.00676422593041006
ctarjeta_visa_transacciones_lag1	0.00561059898715721	0.00458174040152417	0.0047375901458125
mpasivos_margen_lag1	0.00560233774725106	0.00314946702415811	0.00740906458914566
mcaja_ahorro_delta1	0.00554199921886761	0.00496276531705939	0.00756698426067274
mtarjeta_visa_consumo_lag2	0.00548238981035186	0.00378258138564268	0.00475075011843975
mrentabilidad_delta2	0.00546871854149969	0.0039962726442716	0.0103305785123967
mcuenta_corriente_delta1	0.00545137486195442	0.00549247913735703	0.0102516186766332
mcaja_ahorro_lag1	0.00529237346230374	0.0072250760119497	0.00764594409643628
mcuentas_saldo_delta2	0.00522721458895108	0.0057014017910742	0.0103305785123967
Master_fechaalta_lag1	0.00514853931198464	0.0058966934193479	0.0125677738590304
mprestamos_personales_delta2	0.00490149799920631	0.0142336348209712	0.00509290940674843
Master_status	0.00487858907229607	0.00832576863779611	0.00236879507290625
Visa_mpagominimo_lag1	0.00482323625467818	0.0134937797817426	0.00904090119492551
mpasivos_margen_delta2	0.00474518087171744	0.00443686356319933	0.00876454176975312
ctarjeta_visa_transacciones_delta2	0.00464057102674859	0.0100628101057408	0.00623782702531979
mcaja_ahorro_delta2	0.00459167029913078	0.00491401143854065	0.00756698426067274
cproductos_delta2	0.00459120423389263	0.0179475130772369	0.0035137126914776
mtarjeta_visa_consumo_lag1	0.00437711936809022	0.00410217652694396	0.00454019055640364
mprestamos_personales_delta1	0.0042625628139993	0.00906741841931645	0.00400063167868611
mrentabilidad_lag2	0.00422294026906471	0.00446212096865363	0.00868558193398958
mtarjeta_visa_consumo_delta2	0.0041656959476971	0.0072485922074569	0.00623782702531979
Visa_mpagominimo_delta1	0.00415420769218823	0.00747317729822248	0.00629046691582882
Visa_mpagominimo_delta2	0.00394271325267227	0.00482297968646013	0.00613254724430173
mprestamos_personales_lag1	0.00394166918137918	0.00576650134840862	0.00348739274622309
ccomisiones_mantenimiento	0.00390833491955737	0.0116150156575698	0.00364531241775017
mrentabilidad_delta1	0.00385415663885956	0.00513292350951904	0.00889614149602569
cdescubierto_preacordado_delta2	0.00373463563970039	0.00420567286285289	0.000802758330262673
ctarjeta_visa_transacciones_lag2	0.00343041998949415	0.00435645375529447	0.00471127020055798
Visa_status_delta1	0.00341800554913232	0.000162242449180727	0.00047375901458125
ccomisiones_mantenimiento_delta1	0.00340700459186629	0.00532986196176374	0.00200031583934305
ctarjeta_visa_transacciones_delta1	0.00324583170531356	0.00455770437877548	0.00405327156919514
cproductos_lag2	0.00323518370079219	0.00639212259038784	0.00523766910564826
Master_mpagominimo	0.0029589242084587	0.00836832544304844	0.00498762962573038
cdescubierto_preacordado_delta1	0.0029492516300432	0.00463859456903629	0.00100015791967153
mtarjeta_visa_consumo_delta1	0.00288707611541004	0.00885743638867355	0.00444807074801284
cproductos_lag1	0.0027065716855021	0.00737269286107317	0.00596146760014739
ccomisiones_mantenimiento_delta2	0.00270320210900084	0.00946579063201071	0.00257935463494236
mtarjeta_master_consumo	0.00262174065272437	0.00502236231286196	0.00297415381376007
mprestamos_personales_lag2	0.00259339524831587	0.00390661582820108	0.00375059219876823
ccallcenter_transacciones_delta2	0.00256991554392723	0.00174340195573687	0.00292151392325104
mpayroll_lag2	0.002411740519353	0.00167132206240903	0.00155287677001632
Master_mpagominimo_lag2	0.00232512150146289	0.00231878731849804	0.00328999315681423
ccallcenter_transacciones_delta1	0.00226494589461883	0.00371117064662298	0.00385587197978628
cdescubierto_preacordado	0.00222999986074539	0.0144654510045025	0.00269779438858767
cproductos_delta1	0.00221691306990852	0.00382676388367733	0.00175027635942517
mtarjeta_master_consumo_lag1	0.00211357511493179	0.00326104110912583	0.00197399589408854
Master_mpagominimo_delta2	0.00204648458562839	0.00186982985759958	0.00239511501816076
ccallcenter_transacciones_lag1	0.00192759679728478	0.0021517804906433	0.00193451597620677
mtarjeta_master_consumo_delta2	0.00186669505000189	0.00390929667167141	0.00239511501816076
mtarjeta_master_consumo_delta1	0.00182638275656899	0.00511547900889208	0.00211875559298837
ccallcenter_transacciones_lag2	0.00180871560505482	0.000766381724749512	0.00175027635942517
cpayroll_trx_lag1	0.00176286117458405	0.00133194671975888	0.000921198083907985
Visa_fechaalta_delta2	0.00165515453444475	0.000926170138551724	0.00167131652366163
mtarjeta_master_consumo_lag2	0.00163024284432675	0.00154293459498288	0.00168447649628889
mpayroll_lag1	0.00161950385668126	0.00249648934531587	0.00188187608569774
Visa_status	0.00156647705240229	0.014176414379522	0.00232931515502448
mpayroll_sobre_edad_lag2	0.00153092839256282	0.00294653717555013	0.00126335737221667
Master_mpagominimo_lag1	0.00143259461099575	0.00396778498444132	0.00280307416960573
internet_lag1	0.00141183142128501	0.00523660298239652	0.00317155340316892
ccomisiones_mantenimiento_lag2	0.00137043162794125	0.00485393265163621	0.00181607622256146
mpayroll_delta2	0.00133992421509687	0.0036674586697229	0.00146075696162552
Master_mpagominimo_delta1	0.00131688088638846	0.00510889734799173	0.00289519397799653
internet_lag2	0.00126319139981804	0.001962957823597	0.00206611570247934
Master_fechaalta_delta2	0.00125808734863547	0.000569987048426797	0.00173711638679792
mpayroll_sobre_edad_lag1	0.00125289968980757	0.00300245311828493	0.00115807759119861
Master_fechaalta_delta1	0.00123414399329145	0.000411680635323895	0.00175027635942517
cdescubierto_preacordado_lag1	0.00118107455531923	0.000193109480856183	0.00117123756382587
Visa_status_lag1	0.00108240606492576	0.0010472391709656	0.000684318576617361
internet_delta2	0.000941503145142323	0.000984238645039894	0.00236879507290625
internet_delta1	0.000908621233141949	0.000790638920606373	0.00238195504553351
mpayroll_sobre_edad_delta2	0.000887092928620256	0.00494627876365253	0.00176343633205243
ccomisiones_mantenimiento_lag1	0.000781014633478299	0.00129357952484852	0.00126335737221667
cliente_edad_delta1	0.000746933635468874	0.000159568649439957	0.000947518029162499
cliente_edad_delta2	0.000721019288144242	0.000439242749090053	0.00196083592146128
mpayroll_delta1	0.000665591187411811	0.00144950797485214	0.000723798494499132
cpayroll_trx_lag2	0.000614328250670343	0.00374368731976126	0.00098699794704427
cpayroll_trx_delta2	0.00057606094605287	0.00101435763263614	0.00081591830288993
mpayroll_sobre_edad_delta1	0.000518003597322859	0.00121289642023675	0.00125019739958941
Master_status_delta2	0.000503089347956009	0.000672018288587367	0.000460599041953993
cdescubierto_preacordado_lag2	0.000498120722630692	0.000253122056702764	0.000855398220771701
Master_status_lag1	0.000455152897577645	6.10959014528252e-05	0.000421119124072222
Master_status_delta1	0.000451461673814077	0.000370625553213639	0.000552718850344791
Visa_fechaalta_delta1	0.000434245792406113	0.000196582039528996	0.00098699794704427
cpayroll_trx_delta1	0.000220069444791792	0.000951058452577112	0.000618518713481076
Master_status_lag2	0.00021512324664638	0.000431112876432527	0.000407959151444965
kmes_delta2	0.000188488018640625	0.000502537702911341	0.000684318576617361
Visa_status_delta2	9.87888176925414e-05	0.000403557806395928	0.000197399589408854
Visa_status_lag2	9.64516655024584e-05	0.000270899021364924	0.000289519397799653
kmes_delta1	6.86516648708138e-05	9.52847559885215e-05	0.000289519397799653
