numero_de_cliente	clase_ternaria	prob	Predicted
30711091	""	9.82108137847639e-05	0
30711321	""	3.15173974890914e-05	0
30711851	""	5.16230125438988e-05	0
30718221	""	0.000246813774230685	0
30735241	""	2.22342330842193e-05	0
30760151	""	6.58497480199103e-06	0
30764421	""	3.74187711840715e-05	0
30769391	""	2.73862065199099e-05	0
30773251	""	5.23157304135346e-05	0
30774601	""	1.64778795164695e-05	0
30777871	""	0.000198376993903772	0
30779571	""	0.000113809084065114	0
30784011	""	2.42679524566652e-05	0
30784071	""	0.000107410779569136	0
30788051	""	4.75435274126078e-05	0
30788691	""	2.45699413770368e-05	0
30793081	""	0.000269490868255732	0
30793311	""	2.36222435887651e-05	0
30799571	""	2.70460766176482e-05	0
30803721	""	0.000114360020582493	0
30807991	""	0.00180490530227659	0
30817581	""	1.66608652662244e-05	0
30825711	""	0.000696496499387206	0
30831091	""	0.000154940338313713	0
30838461	""	0.000459301078101771	0
30839631	""	8.29464369347486e-06	0
30840741	""	0.000187011162619052	0
30841151	""	0.00014264012253412	0
30850041	""	9.16566019724006e-05	0
30851381	""	9.69717817458116e-06	0
30863311	""	1.37083061102987e-05	0
30865831	""	0.000131918078327908	0
30869571	""	8.63884646586065e-05	0
30879221	""	1.62688400811466e-05	0
30881151	""	0.000305353111850752	0
30885301	""	0.000137220121263807	0
30887931	""	9.14572960145287e-05	0
30893021	""	3.75274469636603e-05	0
30897701	""	0.00142422713526288	0
30934721	""	0.00010618802811604	0
30935891	""	0.00021507585541521	0
30941621	""	0.00282482858572457	0
30950041	""	1.54964799658147e-05	0
30956531	""	2.20291980906086e-05	0
30959571	""	3.58880679930681e-05	0
30983611	""	3.89854222317401e-05	0
30993901	""	0.000131428076644346	0
31003611	""	3.5852207223515e-05	0
31010571	""	3.17712955162447e-05	0
31013021	""	2.53312200234099e-05	0
31013431	""	1.79088119623304e-05	0
31015891	""	5.65503172509463e-05	0
31018811	""	1.76826024675058e-05	0
31023781	""	2.63126939539862e-05	0
31025191	""	1.6994415422893e-05	0
31027471	""	0.00027268092223693	0
31032261	""	1.95257002122268e-05	0
31053551	""	0.000482072741746791	0
31059631	""	0.00075491758541638	0
31067121	""	9.77106939927093e-06	0
31067761	""	1.55790028987383e-05	0
31070511	""	5.96425623031473e-05	0
31077411	""	7.70030535407281e-06	0
31078931	""	6.51503030530987e-05	0
31080161	""	0.000788516136265213	0
31082321	""	3.31799674397338e-05	0
31089281	""	0.0114567597967307	0
31095011	""	9.17606740729553e-05	0
31096771	""	0.00402157117479538	0
31101971	""	1.15975083834856e-05	0
31102091	""	4.65085943266593e-05	0
31116301	""	0.000518499478701352	0
31117181	""	0.0102893526988997	0
31122321	""	4.60465711685161e-05	0
31124431	""	9.31812111670143e-05	0
31126651	""	3.88955069558163e-05	0
31128291	""	0.00077509106530834	0
31136361	""	5.22988002264807e-05	0
31152031	""	9.01819373210892e-05	0
31154021	""	8.46783548621414e-06	0
31154141	""	9.31784393238463e-05	0
31155541	""	0.000162643656965754	0
31160221	""	1.05451208661561e-05	0
31162151	""	0.000195982416763568	0
31165541	""	7.82755139216805e-05	0
31188931	""	2.69651042441614e-05	0
31194491	""	0.000109816441805225	0
31195891	""	0.000460894827373333	0
31198411	""	4.54241975178454e-05	0
31199341	""	0.000117169110650983	0
31200691	""	0.000968762889385846	0
31201101	""	1.01561525812696e-05	0
31211681	""	8.48920295382186e-06	0
31219811	""	2.13759628074288e-05	0
31220691	""	0.02842880477531	1
31232441	""	3.59602429963748e-05	0
31233961	""	6.50664853986623e-05	0
31243201	""	8.24087979898753e-05	0
31245721	""	5.49054152967564e-05	0
31248351	""	0.00021973781903089	0
31250751	""	7.6177763265898e-05	0
31252911	""	0.000991677533516873	0
31262501	""	3.73226795141814e-05	0
31265131	""	0.000462592384236612	0
31266011	""	0.00449642367506716	0
31281451	""	2.86258935663475e-05	0
31284781	""	0.0226056491257668	0
31288761	""	3.66521757737499e-05	0
31290571	""	1.77318204431231e-05	0
31308471	""	3.0097254887019e-05	0
31330571	""	0.000445049437852165	0
31335021	""	2.76626592219035e-05	0
31344201	""	2.13490289052772e-05	0
31345371	""	1.02241331061825e-05	0
31363381	""	1.91178071772436e-05	0
31363791	""	0.000315248068862397	0
31367361	""	0.000133838113594329	0
31369641	""	0.000371474245496108	0
31383501	""	6.36777076344633e-05	0
31384321	""	0.00044553168195904	0
31389111	""	0.00062173092951123	0
31394611	""	7.67560283796044e-05	0
31404081	""	2.15454105315012e-05	0
31415371	""	1.60294609866416e-05	0
31417241	""	0.00108086519921111	0
31419111	""	0.0001499794917674	0
31433381	""	0.00297911795203247	0
31451631	""	1.98188170712713e-05	0
31463031	""	0.000697407164976723	0
31463621	""	2.54898765845313e-05	0
31474141	""	0.0141394455715352	0
31480751	""	7.05185175950002e-05	0
31482741	""	3.03110646405476e-05	0
31505961	""	0.00107885493887943	0
31506481	""	0.000111192469196018	0
31506951	""	0.000139392119319505	0
31511861	""	1.47972742504435e-05	0
31516131	""	0.000120626224304208	0
31522741	""	0.00183862955020231	0
31522801	""	2.58204504709631e-05	0
31527651	""	2.7399106779513e-05	0
31532041	""	3.18851595543636e-05	0
31540341	""	2.7578438838179e-05	0
31540811	""	0.000159793296878389	0
31544611	""	3.44406660952312e-05	0
31550231	""	0.000126141479618439	0
31558121	""	1.39780536788448e-05	0
31575371	""	2.46100724801822e-05	0
31595431	""	0.00388969170710266	0
31595781	""	0.000752152754327652	0
31607711	""	5.19113434969843e-05	0
31609471	""	8.83135521724447e-06	0
31618181	""	0.000172140781521122	0
31623271	""	1.33900327918078e-05	0
31629821	""	1.52572171224049e-05	0
31630111	""	1.28778505084323e-05	0
31637361	""	1.56290643628621e-05	0
31655611	""	2.90880205890661e-05	0
31656311	""	0.000459849085011028	0
31656371	""	0.000218859194530811	0
31657481	""	3.42632448454903e-05	0
31658651	""	0.00022371768025076	0
31663271	""	2.24697991878652e-05	0
31689351	""	2.48431688084832e-05	0
31714971	""	0.000146052328748936	0
31715261	""	0.00129692926485789	0
31716431	""	0.000317806520904951	0
31720701	""	3.24463988037102e-05	0
31721521	""	0.000216322947913227	0
31726661	""	4.6061432647766e-05	0
31727251	""	2.70121296181893e-05	0
31731461	""	3.91389846512056e-05	0
31739061	""	7.93228494067177e-05	0
31739531	""	0.0101259619632545	0
31743451	""	6.07040133880337e-05	0
31749061	""	0.000114359160358291	0
31759761	""	1.72716127808206e-05	0
31772631	""	2.3270154342973e-05	0
31774381	""	3.14752459921583e-05	0
31776551	""	5.52961087724226e-05	0
31776901	""	6.27857725781073e-05	0
31778361	""	1.40664773840891e-05	0
31780351	""	6.72621956734314e-05	0
31784211	""	0.000865940346628756	0
31794911	""	5.16216679402641e-05	0
31804791	""	1.58014126379274e-05	0
31815611	""	0.000587047199042472	0
31819241	""	8.63629528224201e-05	0
31819531	""	0.000683259534360535	0
31821581	""	0.000811658534453552	0
31825441	""	0.000418296342222438	0
31833451	""	0.000526971274851532	0
31842691	""	0.00727501057477642	0
31846431	""	0.00289426566844954	0
31849821	""	1.36611884949912e-05	0
31861111	""	2.48093708666507e-05	0
31869711	""	6.50759455930911e-05	0
31872631	""	3.54726725952646e-05	0
31879531	""	0.000165216984147031	0
31880821	""	0.000909964609548971	0
31882981	""	0.000153224369235419	0
31886551	""	0.000208213533763581	0
31889121	""	0.0133791805633359	0
31890761	""	0.000258049448866095	0
31892691	""	0.000104860800862891	0
31892751	""	0.000144860079331063	0
31903161	""	1.60098327895365e-05	0
31910291	""	0.00014758424495355	0
31924971	""	6.05375935207177e-05	0
31926201	""	0.000112551135543687	0
31927251	""	3.31542679380016e-05	0
31928071	""	9.56421225155077e-05	0
31928891	""	0.00634321030046438	0
31942811	""	0.000226686743517026	0
31972221	""	3.49330840146057e-05	0
31980881	""	0.00670619538840184	0
31985791	""	9.9620582555592e-06	0
31993981	""	0.000735156668279752	0
31999301	""	2.79637596034747e-05	0
31999941	""	2.47384844916012e-05	0
32003631	""	0.0013919992035627	0
32005381	""	0.000194661687815025	0
32005851	""	0.000159035624041623	0
32007431	""	0.000109440938417437	0
32015381	""	2.01124103178964e-05	0
32025911	""	4.62971953595074e-05	0
32028661	""	0.000109411497906916	0
32030411	""	1.03156571741204e-05	0
32031291	""	0.000157415910798137	0
32033571	""	0.000226408978112847	0
32036321	""	7.09363624903453e-05	0
32042281	""	0.00190151365027048	0
32045211	""	1.7351686190396e-05	0
32051521	""	4.86757593619005e-05	0
32053691	""	4.819392526997e-05	0
32054331	""	1.14048167112511e-05	0
32065851	""	3.00865914601678e-05	0
32071641	""	9.83889839900657e-06	0
32074861	""	0.000189421921067975	0
32084271	""	0.0012989409839249	0
32086321	""	0.0061487206793633	0
32100121	""	3.41776521950888e-05	0
32119891	""	0.000122575922640793	0
32122751	""	7.19146019766033e-05	0
32122991	""	4.1069722033481e-05	0
32127961	""	1.04672990290718e-05	0
32131821	""	1.42987701649564e-05	0
32132231	""	2.78487261921282e-05	0
32143751	""	0.000127887215814939	0
32149361	""	0.00035922154065737	0
32150941	""	1.35715826967973e-05	0
32151991	""	0.000364432718554588	0
32156321	""	0.00135454149621392	0
32159361	""	2.45986623135693e-05	0
32164861	""	7.56023076658774e-06	0
32172111	""	0.000840162187330137	0
32175091	""	0.000106000942871523	0
32178371	""	4.12058908350425e-05	0
32181291	""	2.56181376037513e-05	0
32185851	""	7.5603377551691e-05	0
32192171	""	1.47358457542486e-05	0
32192231	""	5.18303838307427e-05	0
32208951	""	2.93759730707073e-05	0
32210591	""	2.23407547658953e-05	0
32214041	""	3.79434700573683e-05	0
32219421	""	9.15596764923706e-05	0
32231061	""	2.16055563697887e-05	0
32241821	""	0.000130716021508207	0
32242871	""	1.12902779944176e-05	0
32243341	""	2.4423685456687e-05	0
32264041	""	0.000120296143391945	0
32266731	""	0.000214875842084315	0
32267551	""	0.000317596795753661	0
32269891	""	0.000307254705224475	0
32276731	""	0.000990645348256249	0
32280591	""	0.00816605580382419	0
32284801	""	0.000528376633076258	0
32286791	""	1.95256358384619e-05	0
32288661	""	0.00324987805773767	0
32302111	""	2.7391060255254e-05	0
32322171	""	3.81054598394731e-05	0
32322231	""	0.000900873901088082	0
32330421	""	0.000248726583691014	0
32336091	""	2.29584506875743e-05	0
32342001	""	4.84930354965004e-05	0
32349601	""	2.70507056116081e-05	0
32357961	""	2.53883293532651e-05	0
32373811	""	7.63128682141575e-05	0
32378371	""	1.14598692752056e-05	0
32384981	""	3.80484864105937e-05	0
32385861	""	0.00111805177302385	0
32388201	""	0.000381628100592096	0
32388721	""	0.000451516312262314	0
32398431	""	0.000271241804551991	0
32408021	""	8.44696711659984e-05	0
32409191	""	0.000237781226883666	0
32409601	""	0.000108078241593906	0
32418431	""	0.000150504915068448	0
32433231	""	2.59590225950557e-05	0
32438491	""	0.000359003097924666	0
32439951	""	0.000649625110524744	0
32440481	""	0.000560359906738645	0
32441181	""	0.000879411900213592	0
32444221	""	4.96142798504598e-05	0
32454921	""	3.98024498940075e-05	0
32457261	""	1.27626626075905e-05	0
32457321	""	1.56732515422557e-05	0
32460131	""	1.45759792004023e-05	0
32468431	""	0.015393099205908	0
32472001	""	1.70234854157356e-05	0
32480771	""	9.18227695343366e-06	0
32488611	""	4.37706961403333e-05	0
32498901	""	4.52285579746753e-05	0
32498961	""	5.46085843639461e-05	0
32514811	""	1.88417122411041e-05	0
32515981	""	9.67227175918561e-06	0
32516501	""	3.36041162150623e-05	0
32529371	""	0.00279891236732932	0
32531651	""	0.00024404998026246	0
32537671	""	2.00311262250208e-05	0
32544981	""	0.000129993780876596	0
32545981	""	0.0138699434929947	0
32554281	""	1.86994925565704e-05	0
32554401	""	1.28316920188773e-05	0
32554751	""	1.18344382662855e-05	0
32556391	""	2.95447751552357e-05	0
32571711	""	0.000202676341087725	0
32576041	""	8.5054346404104e-05	0
32591941	""	1.10848242973764e-05	0
32594461	""	0.00013501352746849	0
32604811	""	2.04962655615982e-05	0
32618201	""	0.00863907371733096	0
32620951	""	0.00152959209841541	0
32629721	""	9.36373166321453e-05	0
32631301	""	6.43435055751312e-05	0
32678381	""	2.7170147958187e-05	0
32682181	""	9.12087940063331e-06	0
32687441	""	0.000531377548850184	0
32693991	""	0.000122468288561464	0
32703351	""	0.000360781415517357	0
32703411	""	1.66437915083811e-05	0
32705571	""	0.000194540595309969	0
32717911	""	1.61429681349234e-05	0
32723411	""	0.000221486756276662	0
32727441	""	8.35658215378675e-06	0
32753061	""	0.00236294997734051	0
32761891	""	0.000371055782016037	0
32769081	""	5.72275826763544e-05	0
32770371	""	0.00941550756740321	0
32773641	""	0.000334935266799679	0
32774051	""	2.75290924063085e-05	0
32776741	""	0.000104990160676639	0
32777971	""	2.6368486303791e-05	0
32780781	""	0.000207894617049341	0
32784401	""	5.45279987880276e-05	0
32791361	""	0.00206367427151826	0
32791421	""	0.00237361255690113	0
32791481	""	4.54452623989074e-05	0
32795051	""	0.000302595859836513	0
32796161	""	7.47746185151006e-05	0
32797151	""	0.000205975480904899	0
32797271	""	5.20097806609266e-05	0
32807971	""	1.98677318459339e-05	0
32809141	""	6.97611037468267e-05	0
32811601	""	1.66417710442178e-05	0
32820251	""	3.85393984917861e-05	0
32837621	""	3.15563729142501e-05	0
32837681	""	0.000109136970455411	0
32844461	""	2.78615189854339e-05	0
32847331	""	0.000318623065467093	0
32855401	""	1.60138531090628e-05	0
32857741	""	0.000101050639492322	0
32859901	""	3.13113780161886e-05	0
32859961	""	0.000275392356942467	0
32862591	""	0.00431704490798767	0
32863351	""	0.000171191226418004	0
32867681	""	0.000470828787111352	0
32869201	""	0.00108009821507555	0
32871951	""	0.00227643191002704	0
32872301	""	2.44337522323888e-05	0
32874931	""	6.55744332350972e-05	0
32875401	""	0.00154133781675102	0
32877801	""	3.15708551698094e-05	0
32887801	""	2.04202152004421e-05	0
32898791	""	1.76308889029276e-05	0
32904701	""	0.000377885490195666	0
32913411	""	1.29927137922886e-05	0
32915871	""	0.000334336161241765	0
32917621	""	7.80480724996202e-05	0
32918031	""	7.24612128295223e-05	0
32920491	""	1.85619368744204e-05	0
32921831	""	9.86979392553815e-06	0
32922831	""	0.000740816118045331	0
32923531	""	9.61936323349787e-05	0
32934171	""	0.000204681913260185	0
32934931	""	9.56634261308854e-06	0
32936281	""	3.97504131100473e-05	0
32939791	""	0.000190262461060302	0
32947801	""	1.46001757233989e-05	0
32952241	""	6.80582177577125e-05	0
32959791	""	9.07839092920884e-06	0
32963241	""	0.000160636314265357	0
32972301	""	1.74584312006212e-05	0
32974761	""	7.81404206114561e-05	0
32984351	""	0.000220782222642103	0
32997391	""	0.03923259727044	1
33000431	""	2.76880680293017e-05	0
33001131	""	0.00051205040958301	0
33003471	""	3.55448930654474e-05	0
33005751	""	1.57948453415772e-05	0
33011251	""	0.000285842685839022	0
33012071	""	3.40767045813234e-05	0
33014411	""	7.45205833921179e-05	0
33030901	""	3.88073974326512e-05	0
33031661	""	0.00343813120702142	0
33041781	""	0.000817623064570224	0
33049611	""	3.34209517017326e-05	0
33050551	""	2.9044676669895e-05	0
33057861	""	0.00116111492722259	0
33058501	""	3.09268875214617e-05	0
33067041	""	9.48016478072917e-06	0
33067801	""	1.79942703422582e-05	0
33068331	""	7.08856331437304e-05	0
33070781	""	5.49377329884595e-05	0
33074471	""	0.000107373096130423	0
33075401	""	8.31575241600095e-06	0
33077391	""	0.000311354126404093	0
33091721	""	1.7224393699341e-05	0
33096571	""	1.95792391424063e-05	0
33097221	""	0.00112419664795835	0
33100611	""	2.74372250247088e-05	0
33100961	""	0.000169380489422094	0
33105051	""	4.47687531201153e-05	0
33116981	""	5.15380595320501e-05	0
33121021	""	0.000173256303355486	0
33125931	""	1.62088414318903e-05	0
33126221	""	1.31354029420888e-05	0
33132131	""	0.000531528791385615	0
33148211	""	0.00018402569405012	0
33149501	""	2.5573260900889e-05	0
33151251	""	7.47791633654977e-05	0
33157981	""	0.00027956638703053	0
33164941	""	2.06463649342e-05	0
33174411	""	2.2825143379148e-05	0
33177041	""	3.94228013152648e-05	0
33179381	""	3.51198397058264e-05	0
33186281	""	4.04685208937298e-05	0
33206401	""	0.000699709193986756	0
33208971	""	3.22087619222213e-05	0
33212601	""	9.28289973963185e-05	0
33214821	""	0.000191863980797786	0
33217221	""	0.00012147557401528	0
33220551	""	2.42923970027368e-05	0
33221841	""	8.76199693902803e-05	0
33236751	""	0.0343309593094414	1
33240961	""	0.000166443608071848	0
33242071	""	0.000513289042418408	0
33245991	""	3.65645464716735e-05	0
33246051	""	0.000213760232335222	0
33246461	""	0.000269512926225689	0
33247101	""	0.000126528275117672	0
33251081	""	2.30180614971127e-05	0
33255931	""	1.37803055747252e-05	0
33256171	""	0.000276688702134137	0
33279091	""	0.000335748975167561	0
33284411	""	0.000323605214801425	0
33292251	""	1.20506716041064e-05	0
33293481	""	0.000174181561380632	0
33295821	""	0.000349405095122898	0
33307221	""	9.40980688316587e-06	0
33308861	""	0.000875766348699312	0
