Feature	Gain	Cover	Frequency
ccomisiones_mantenimiento_delta2	0.00405150456409382	0.00559574460222691	0.00177086161364366
mprestamos_personales_delta2	0.00384996315857217	0.0114324265474459	0.00330725374534146
mprestamos_personales_lag2	0.00382127478894687	0.00574216396937793	0.0023446948194585
Master_mpagominimo	0.00378868184711522	0.00881014316016984	0.00399215144260434
mprestamos_personales_delta1	0.00378607242935803	0.00808644712730711	0.00249895105758077
mtarjeta_visa_consumo_delta2	0.0037660967349609	0.00319481069877339	0.00507811535898512
ctarjeta_visa_transacciones_lag1	0.00364791853687845	0.00364507514648925	0.00534960633808031
cproductos_lag2	0.00364753941603474	0.00489904406393898	0.00496088061801219
mprestamos_personales_lag1	0.00364231704633556	0.00609605170967642	0.00213490633561221
ctarjeta_visa_transacciones_delta2	0.00362236004503263	0.00396937180633312	0.0041525779302515
cproductos_lag1	0.00351524298646237	0.00518477019959392	0.00545450058000346
cproductos_delta1	0.00348217218762228	0.00319468125139575	0.0010057506725572
mtarjeta_visa_consumo_delta1	0.00290061321461661	0.00433736894199826	0.00439938791124713
ccallcenter_transacciones	0.00275230272133982	0.00687882258382763	0.00171532936791964
Master_mpagominimo_lag1	0.00244752877521291	0.00419982686210403	0.00283214453192487
ccomisiones_mantenimiento_delta1	0.00236422945801445	0.00314399725550907	0.000968729175407853
Master_mpagominimo_lag2	0.00220542109323244	0.00478229875633082	0.0027457610385764
cdescubierto_preacordado_delta1	0.00213470016609507	0.00515692758072728	0.000820643186810475
mtarjeta_master_consumo	0.00207206101747353	0.0029810525107381	0.00168447812029518
internet_lag1	0.00197484818756898	0.00400173660111031	0.00205469309178863
mtarjeta_master_consumo_delta2	0.00197023081366612	0.00350955886273568	0.00130809289927685
cdescubierto_preacordado_delta2	0.00190706516928338	0.00170910220926696	0.000419576967692574
ctarjeta_visa_transacciones_delta1	0.00189251698784251	0.00305605786178291	0.00309129501197028
Master_status	0.00189076722933224	0.00600344409684443	0.00205469309178863
Master_mpagominimo_delta1	0.00177607163770089	0.00204717487294076	0.00198065009748994
internet	0.00176160240449311	0.00412054901000526	0.00267171804427771
mpayroll_lag2	0.00161679623244999	0.00121851324383497	0.00145617888787423
mpayroll_sobre_edad_lag2	0.00161468045841629	0.00144240668210461	0.00156724337932226
ccomisiones_mantenimiento_lag2	0.00158530059367299	0.0023110328840816	0.00164745662314584
cpayroll_trx_lag1	0.00140288240420116	0.000821946223694348	0.0004689389638917
Master_mpagominimo_delta2	0.00139844129247805	0.00256469921920809	0.00183873435841745
Visa_fechaalta_delta1	0.00136384311877198	0.000507640983665238	0.00156107312979737
internet_lag2	0.00124380873678683	0.00444952753440503	0.00191277735271614
mtarjeta_master_consumo_lag2	0.00120515884193035	0.00209084436990242	0.00141915739072488
Visa_fechaalta_delta2	0.00118905643971326	0.00165872210124117	0.00175852111459387
ccomisiones_mantenimiento_lag1	0.00118319599877813	0.00606398379563713	0.00190043685366636
mpayroll_delta2	0.00117129048437384	0.00296387915863807	0.00136979539452575
ccallcenter_transacciones_delta2	0.00115970828422578	0.00329661091939746	0.00131426314880174
mpayroll_sobre_edad_delta2	0.00108037493704686	0.0020688530675418	0.00121553915640349
mtarjeta_master_consumo_lag1	0.00107997979813679	0.00244715546837318	0.00117851765925414
mpayroll_lag1	0.00104138184379429	0.00119046815599304	0.0012031986573537
mtarjeta_master_consumo_delta1	0.00101379411762891	0.00193406368060111	0.00119085815830392
Master_fechaalta_delta1	0.00100429633749549	0.000668616358075551	0.00183873435841745
mpayroll_sobre_edad_delta1	0.000991808893707572	0.00146894671368402	0.00116617716020436
mpayroll_sobre_edad_lag1	0.000973084331588105	0.0011823646026345	0.00106128291828122
Master_fechaalta_delta2	0.000909423497659534	0.000978662004908866	0.00151171113359824
ccallcenter_transacciones_delta1	0.000873726537126135	0.00320954040892404	0.00125873090307772
cliente_edad_delta2	0.000861450317300492	0.00113852509074095	0.00149937063454846
internet_delta2	0.000636066099215601	0.0030656845424054	0.00141298714119999
ccallcenter_transacciones_lag1	0.00058243881181329	0.0031402126714939	0.000907026680158946
Visa_status_lag1	0.000564221083521553	0.00312076421719258	0.000592343954389516
mpayroll_delta1	0.000520519143539875	0.00103545215530142	0.000826813436335366
internet_delta1	0.000479138105677979	0.00181770597753397	0.00106128291828122
ccallcenter_transacciones_lag2	0.000474137504172393	0.00166649336945085	0.000734259693462004
cdescubierto_preacordado_lag1	0.000380700636347136	0.000728338436252223	0.000586173704864625
cdescubierto_preacordado_lag2	0.000378634526113722	0.0007884743034822	0.000555322457240171
Master_status_delta1	0.00029608005369278	0.00096173980284921	0.000413406718167683
cliente_edad_delta1	0.000287733182777504	0.000749033789652673	0.000512130710565935
kmes_delta2	0.000258305429147134	0.000264219799965521	0.000357874472443666
cpayroll_trx_lag2	0.000246310472088107	0.000830081124708446	0.000425747217217464
Visa_status_delta2	0.00022779674700495	0.00355272310924901	0.000604684453439297
cpayroll_trx_delta1	0.000222835038725883	0.00147391439509937	0.000327023224819212
Master_status_delta2	0.000212058965177306	0.000591217152534306	0.000271490979095195
Master_status_lag1	0.00020885901488142	0.00173574513491577	0.00038872572006812
Master_status_lag2	0.00017639448670956	0.00248999812482012	0.000351704222918775
cpayroll_trx_delta2	0.000158776408265357	0.000656330289874279	0.000290001727669867
Visa_status_delta1	0.000135447116713349	0.00042541423916876	0.000327023224819212
Visa_status_lag2	0.000102872464347503	0.00186090710364207	0.000357874472443666
kmes_delta1	2.28429390723591e-05	7.87523178733113e-05	6.17024952489079e-05
