Feature	Gain	Cover	Frequency
ccomisiones_mantenimiento_delta2	0.0034537794424824	0.0126986973950735	0.00235784248548509
cdescubierto_preacordado_delta2	0.00316675735101834	0.00204128440679564	0.000576164517129814
mprestamos_personales_lag2	0.00299422704534046	0.00376295665677001	0.00243761911093383
mtarjeta_visa_consumo_delta1	0.00272277099988739	0.00337611028059942	0.00372290918760803
Master_mpagominimo_lag1	0.00266091382752854	0.00504529285243859	0.00319992908744405
Master_status	0.00254769908998988	0.00867923147140344	0.00232238620750787
internet_lag1	0.00244830992786872	0.00450934697132429	0.00296059921109782
mtarjeta_master_consumo	0.00241614528484061	0.00372399631700597	0.00180827017683819
ctarjeta_visa_transacciones_delta1	0.00234157434905139	0.00291095176627743	0.00312901653148961
ccallcenter_transacciones	0.00232019298516493	0.00892443707035664	0.00263262863980854
Master_mpagominimo_lag2	0.00227330473557212	0.00341708555155959	0.00313788060098391
cpayroll_trx_lag1	0.00215188753259036	0.000897234572196428	0.000558436378141205
internet	0.00189563930290185	0.00414060615687912	0.00276558968222311
ccallcenter_transacciones_delta2	0.00184729148021808	0.00325955047352123	0.00195009528874706
cdescubierto_preacordado_delta1	0.00175243088252731	0.00635555830000872	0.00112573682577671
Master_mpagominimo_delta1	0.00167464416187568	0.00378982500777062	0.00208305633116164
ccallcenter_transacciones_delta1	0.00163301724661797	0.00474172089282704	0.00213624074812747
Master_mpagominimo_delta2	0.00153928355829662	0.00246163952104348	0.00210964853964455
internet_lag2	0.00144183416911256	0.00356913600609478	0.00199441563621859
mpayroll_lag2	0.00141578061567142	0.00141942476539817	0.00115232903425963
mpayroll_sobre_edad_lag1	0.00138764298507243	0.00117486219126949	0.000966183574879227
mtarjeta_master_consumo_lag1	0.00137942874160632	0.00250038371800937	0.00172849355138944
ccomisiones_mantenimiento_lag2	0.00134386687852592	0.00213395683229778	0.00152461995302043
mpayroll_sobre_edad_delta2	0.00133578990975523	0.0023258339989796	0.00126756193768559
mtarjeta_master_consumo_delta2	0.00132966285739192	0.00275530133335965	0.00157780436998626
mpayroll_lag1	0.00132474328648611	0.00154145898923629	0.00134733856313433
mpayroll_sobre_edad_lag2	0.00130997021058823	0.00176293511093541	0.00115232903425963
cdescubierto_preacordado_lag1	0.00109062675131364	0.000799497200457538	0.000983911713867837
mtarjeta_master_consumo_lag2	0.00106860144048847	0.00162488590654736	0.00137393077161725
ccomisiones_mantenimiento_lag1	0.00098966377711867	0.0106259618095597	0.00172849355138944
mpayroll_delta2	0.000984140566752085	0.00191773177980049	0.00112573682577671
cliente_edad_delta2	0.000978065068151409	0.000767471442134295	0.00179054203784958
ccallcenter_transacciones_lag1	0.000937889090798928	0.00408019064241492	0.00158666843948057
mtarjeta_master_consumo_delta1	0.000898914677588447	0.00199550055897319	0.00124983379869698
Master_fechaalta_delta2	0.000868842759666495	0.000402082041853847	0.00140052298010016
mpayroll_sobre_edad_delta1	0.000846440015677852	0.00230442685601237	0.00114346496476532
Visa_fechaalta_delta2	0.000756110546521141	0.0012524154280407	0.00168417320391792
Master_fechaalta_delta1	0.000753473236679529	0.000440688747984238	0.00155121216150335
mpayroll_delta1	0.000712598375381065	0.000967205399529044	0.000850950671453264
Visa_fechaalta_delta1	0.000700592688309695	0.000456009069596772	0.00138279484111155
internet_delta2	0.000684257090413768	0.00267371162983289	0.00188804680228693
ccallcenter_transacciones_lag2	0.0006448760102167	0.00193542126663946	0.00119664938173115
Master_status_delta1	0.000570614456000813	0.00105672514216143	0.000434339405220937
Visa_status_lag1	0.000511674664386726	0.00375408459530242	0.000753445907015911
cdescubierto_preacordado_lag2	0.000507671764832666	0.00048553477622136	0.000744581837521606
Visa_status_delta1	0.000458630444992974	0.000650585619668887	0.000443203474715242
internet_delta1	0.000435866681000808	0.00206039983570578	0.00138279484111155
cpayroll_trx_lag2	0.000399659523451437	0.00209729421055745	0.000593892656118424
Master_status_lag1	0.000379177120987246	0.00165510567171269	0.0005495723086469
kmes_delta2	0.000353270121766007	0.000316073418898155	0.00053184416965829
cliente_edad_delta1	0.000311681680626776	0.000929039384548224	0.000771174046004521
cpayroll_trx_delta2	0.000308630837489563	0.00101056544602885	0.000478659752692461
cpayroll_trx_delta1	0.000276710450155004	0.00146243958381759	0.000469795683198156
Visa_status_delta2	0.000220212934663264	0.00326412069290888	0.000469795683198156
Master_status_delta2	0.000216240214540587	0.000392254148901087	0.00025705801533484
Master_status_lag2	0.000185756088170273	0.00162811003661983	0.000452067544209547
Visa_status_lag2	0.000115901560486409	0.00071329524977683	0.000354562779772193
kmes_delta1	6.1738018566383e-05	0.000337814982805867	0.000186145459380402
